Seed,Trait,Method,Model,Predictive_ability,Prediction_accuracy
213,GNP,T2,GCA+SCA,0.703953673517179,0.759389076070312
214,DTA,T2,GCA,0.85953156735799,0.90003305482512
214,DTA,T2,GCA+SCA,0.797806530382682,0.838032069729708
214,PH,T2,GCA,0.922549872289056,0.925325849838572
214,PH,T2,GCA+SCA,0.683723824598119,0.686469703411766
214,TGW,T2,GCA,0.896274979751066,0.914566305868434
214,TGW,T2,GCA+SCA,0.788207034535108,0.807589174728595
214,GY,T2,GCA,0.807127545858437,0.866946880621307
214,GY,T2,GCA+SCA,0.715932411084145,0.771478891254466
214,GNP,T2,GCA,0.755348253161322,0.80613474190109
214,GNP,T2,GCA+SCA,0.630657419849442,0.680320841261534
215,DTA,T2,GCA,0.894277736140881,0.936416477634431
215,DTA,T2,GCA+SCA,0.85277003272413,0.895766841096775
215,PH,T2,GCA,0.954706615533626,0.957579353594409
215,PH,T2,GCA+SCA,0.825446142072617,0.828761186819897
215,TGW,T2,GCA,0.91733374128152,0.936054838042367
215,TGW,T2,GCA+SCA,0.822954764024052,0.843191356582021
215,GY,T2,GCA,0.784245173787192,0.842368607719862
215,GY,T2,GCA+SCA,0.697814290751664,0.751955054689293
215,GNP,T2,GCA,0.75481440331384,0.80556499820047
215,GNP,T2,GCA+SCA,0.626468329291795,0.675801865471192
216,DTA,T2,GCA,0.936678666189383,0.98081535726637
216,DTA,T2,GCA+SCA,0.892711730284039,0.937722405760545
216,PH,T2,GCA,0.963049867703842,0.965947710836351
216,PH,T2,GCA+SCA,0.811875797379904,0.815136342750908
216,TGW,T2,GCA,0.903554612401701,0.921994502450715
216,TGW,T2,GCA+SCA,0.837604255177161,0.85820108112414
216,GY,T2,GCA,0.836944842714854,0.898974052325299
216,GY,T2,GCA+SCA,0.753227021336228,0.811667048853694
216,GNP,T2,GCA,0.830753571775002,0.886610001894346
216,GNP,T2,GCA+SCA,0.710256786546268,0.766188550751098
217,DTA,T2,GCA,0.792458205255391,0.829799167806692
217,DTA,T2,GCA+SCA,0.690534177348486,0.725351026626561
217,PH,T2,GCA,0.930358598445722,0.933158072663713
217,PH,T2,GCA+SCA,0.711939032083732,0.714798224983667
217,TGW,T2,GCA,0.857031292599564,0.874521727142412
217,TGW,T2,GCA+SCA,0.773653724540564,0.792677996455496
217,GY,T2,GCA,0.839134231528358,0.901325705186206
217,GY,T2,GCA+SCA,0.794062926906193,0.855671257442019
217,GNP,T2,GCA,0.836030688542389,0.89224193014129
217,GNP,T2,GCA+SCA,0.749140380112438,0.808134174878574
218,DTA,T2,GCA,0.838326706602045,0.877829012148739
218,DTA,T2,GCA+SCA,0.78783721646449,0.827560101328246
218,PH,T2,GCA,0.956304595478632,0.959182141904345
218,PH,T2,GCA+SCA,0.761488229457092,0.764546415117562
218,TGW,T2,GCA,0.858865099000823,0.876392958164105
218,TGW,T2,GCA+SCA,0.761344833459365,0.78006642772476
218,GY,T2,GCA,0.828957526154125,0.890394764934613
218,GY,T2,GCA+SCA,0.782995143316075,0.843744766504391
218,GNP,T2,GCA,0.853240475239863,0.910608831632725
218,GNP,T2,GCA+SCA,0.772092011243948,0.832893216012889
219,DTA,T2,GCA,0.870195422716106,0.911199395514247
219,DTA,T2,GCA+SCA,0.814803595713322,0.855886129950968
219,PH,T2,GCA,0.919595684052062,0.92236277236917
219,PH,T2,GCA+SCA,0.731376955114981,0.734314211962833
219,TGW,T2,GCA,0.900300841926636,0.918674328496567
219,TGW,T2,GCA+SCA,0.79991892095819,0.819589058358801
219,GY,T2,GCA,0.866383368426572,0.930594380694492
219,GY,T2,GCA+SCA,0.775058843946795,0.835192719770253
219,GNP,T2,GCA,0.814602923897575,0.869373451331457
219,GNP,T2,GCA+SCA,0.696134116830499,0.750953739838726
220,DTA,T2,GCA,0.847895500722563,0.887848691856088
220,DTA,T2,GCA+SCA,0.781382924312247,0.820780382680932
220,PH,T2,GCA,0.943636593204328,0.946476021268132
220,PH,T2,GCA+SCA,0.771089228205378,0.774185972093753
220,TGW,T2,GCA,0.895171692309297,0.913440502356426
220,TGW,T2,GCA+SCA,0.820913012097857,0.841099397641247
220,GY,T2,GCA,0.781156590373959,0.839051117480085
220,GY,T2,GCA+SCA,0.710519984333012,0.765646534841608
220,GNP,T2,GCA,0.791734905248466,0.844967881801991
220,GNP,T2,GCA+SCA,0.678675340058784,0.732120107938278
221,DTA,T2,GCA,0.884724377472451,0.926412960704137
221,DTA,T2,GCA+SCA,0.839457706510435,0.88178330515802
221,PH,T2,GCA,0.955168493169756,0.958042621032854
221,PH,T2,GCA+SCA,0.807876921566426,0.811121407195207
221,TGW,T2,GCA,0.871941757886836,0.889736487639629
221,TGW,T2,GCA+SCA,0.783973142612322,0.803251170709346
221,GY,T2,GCA,0.804413711424883,0.86403191345315
221,GY,T2,GCA+SCA,0.72948241209855,0.786080185451024
221,GNP,T2,GCA,0.804170965730727,0.858240091494906
221,GNP,T2,GCA+SCA,0.705817858107702,0.761400062683605
222,DTA,T2,GCA,0.911079999830407,0.954010471026604
222,DTA,T2,GCA+SCA,0.860931259375476,0.904339558167517
222,PH,T2,GCA,0.92705308206556,0.929842609895246
222,PH,T2,GCA+SCA,0.729796137438189,0.732727045620672
222,TGW,T2,GCA,0.933291058454286,0.952337814749271
222,TGW,T2,GCA+SCA,0.854279054148639,0.875285916135901
222,GY,T2,GCA,0.834940656773228,0.896821328435261
222,GY,T2,GCA+SCA,0.762466992092415,0.821623913892689
222,GNP,T2,GCA,0.828495823347057,0.88420045181116
222,GNP,T2,GCA+SCA,0.691935588230289,0.746424582772696
